fold_id,cv_tag,html_id,sent_id,text,tag
6,cv618,8974,23,"jim feingold ( james rebhorn ) greets nicholas and guides him through the sign-up process , which consists of psych-tests , physicals , emotional responses , and other mind games .",pos
6,cv618,8974,24,""" each game is suited to each person's emotional and psychological needs , "" explains feingold .",pos
6,cv618,8974,25,"one day , nicholas gets a call from crs and they explain that he failed the tests .",pos
6,cv618,8974,26,"even more intrigued and now somewhat angered at the time he spent signing up , he starts asking around to see what people can tell him about the company .",pos
6,cv618,8974,27,what he doesn't realize is that the game has already begun .,pos
6,cv618,8974,28,the phone call is just the first of many strange events to be thrown nicholas' way .,pos
6,cv618,8974,29,how he finds out that he is involved has to be witnessed because it is amusing and fun and visually impressive .,pos
6,cv618,8974,30,the detail involved in fincher's shots is incredible and almost requires a second viewing just to appreciate the effort that went into them .,pos
6,cv618,8974,31,"with "" seven , "" fincher had almost every single shot mean something .",pos
6,cv618,8974,32,he also has the unique ability to make you look at exactly what he wants you to .,pos
6,cv618,8974,33,"compared to "" seven , "" though , the game is light and comical .",pos
6,cv618,8974,34,"because of this film's sense of humor and self-awareness , nothing can be taken quite seriously .",pos
6,cv618,8974,35,"so don't try to make much sense of what goes on in the game , because it doesn't want you to .",pos
6,cv618,8974,36,what does make sense is the final revelation--when everything becomes apparent and clear .,pos
6,cv618,8974,37,"if taken as it is , the game's ending makes complete sense .",pos
6,cv618,8974,38,"but if you try and critique every minute detail , then you get yourself into plot holes and incredibility .",pos
6,cv618,8974,39,perhaps that is the reason i docked the film .,pos
6,cv618,8974,40,"while trying to remain realistic and plausible , the plot is too unbelievable to create any real tension on screen .",pos
6,cv618,8974,41,we don't really care if douglas' character lives or not because it isn't believable .,pos
6,cv618,8974,42,"the ending requires you to have believed anything that has happened previously , but if you suspend disbelief and take the film as it is , you can accept the game as an emotionally and psycholically disturbing thriller .",pos
6,cv618,8974,43,michael douglas gives a terrific performance as nicholas .,pos
6,cv618,8974,44,"douglas has played lonely businessmen before , but here he adds another level to his performance .",pos
6,cv618,8974,45,"his character , who is normally level-headed and relies on facts , is forced to trust nobody .",pos
6,cv618,8974,46,can he believe the waitress he bumped into ?,pos
6,cv618,8974,47,what about his brother who got him involved in the game in the first place ?,pos
6,cv618,8974,48,"douglas portrays this aspect of his character extremely well , and gives one of his best performances ( even better than his "" falling down "" persona ) .",pos
6,cv618,8974,49,"the supporting cast is essential in this film , and casting was critical .",pos
6,cv618,8974,50,"sean penn is always good , and he gives yet another credible performance as douglas' brother .",pos
6,cv618,8974,51,"deborah kara unger ( from "" crash "" ) is the waitress he bumps into , and her performance is extremely good .",pos
6,cv618,8974,52,"in fact , she almost steals the film from douglas .",pos
6,cv618,8974,53,"james rebhorn portrays his character very well , and adds some confusion and desparation to douglas' predicament .",pos
6,cv618,8974,54,"another good performance comes from armin mueller-stahl ( from "" shine "" ) as the book editor .",pos
6,cv618,8974,55,"but considering that douglas is in every single scene of the game , he not only commands this cast , but makes this distant and lonely character come to colorful life .",pos
6,cv618,8974,56,"the game is rated r for language , violence , some gore , and some nudity and drugs .",pos
6,cv618,8974,57,what is essential for this film to work is the writing .,pos
6,cv618,8974,58,"john brancato and michael ferris have woven a confusing and compelling screenplay with witty dialogue , and some very funny moments .",pos
6,cv618,8974,59,this screenplay will probably get an oscar nomination for best original screenplay because it does almost exactly the same thing the usual suspects' did .,pos
6,cv618,8974,60,"however , the visuals of the game are enough to make the viewer enjoy the vexing plot .",pos
6,cv618,8974,61,"and if you can get yourself to believe everything occuring on the screen , you will be thoroughly entertained by one of this year's best films .",pos
6,cv619,12462,0,"originally launched in 1978 , this popular film was re-introduced in 1998 to a whole new generation of moviegoers .",pos
6,cv619,12462,1,"based on the mighty successful musical from broadway , grease was followed in 1980 with the less stellar grease 2 ( 6 . 5/10 ) ,",pos
6,cv619,12462,2,starring a young michelle pheiffer in one of her first feature film roles .,pos
6,cv619,12462,3,plot : high-school musical set in the 1950's showcasing the relationship between the cool danny zuko of the t-birds ( travolta ) and the innocent and pure sandy olsen ( newton-john ) from australia .,pos
6,cv619,12462,4,"the film follows the couple and their vivacious friends during their last year at rydell high through song , dance and humour .",pos
6,cv619,12462,5,"critique : fun-loving , energetic and innocent look back at times much simpler .",pos
6,cv619,12462,6,"this movie effectively juggles a thin romantic story line and the overall experience of the 1950's , with a superb soundtrack and some great dance numbers .",pos
6,cv619,12462,7,"admittedly , i am somewhat biased in this opinion , since this film blasts me into my past as a rebellious youth ( grease was one of schmoe's first big-screen experiences , and every other scene sends me reeling into the times of my elaborate grease bubble-gum card collection ) , and the lesser responsibilities that i possessed at that time .",pos
6,cv619,12462,8,"but apart from the nostalgic vibe , i was still extremely impressed by this film , as it continued to amuse me , despite my previous dozen or so viewings .",pos
6,cv619,12462,9,"this film took john travolta from a dim-witted "" sweathog "" on tv's welcome back kotter , and transformed him into a movie-star of spectacular proportions ( saturday night fever ( 7 . 5/10 ) in 1979 confirmed that sudden popularity ) .",pos
6,cv619,12462,10,"unfortunately for the rest of the cast , his popularity was not terribly contagious , despite their effective showings in this classic movie .",pos
6,cv619,12462,11,"on the down side , some of the absolute innocence in this film might bore or turn people off ( like when sandy sings about "" drinking lemonade "" and "" staying out until 10 "" with danny in "" summer nights "" ) , and the plot isn't exactly the most elaborate story-line ever created , but despite these small reservations , this movie carries enough great music and high energy to keep anyone amused through its rapid 110 minute running time ( and believe me . . . i",pos
6,cv619,12462,12,am not a fan of the musicals ! ! ) .,pos
6,cv619,12462,13,"make sure to look for a young lorenzo lamas in the static role of the brainless football player , as well as the national bandstand dance contest as one of the film's absolute highlights .",pos
6,cv619,12462,14,"and don't forget to buy the popular soundtrack afterwards , so that you could listen to its peppy tunes whenever you're feeling a little blue .",pos
6,cv619,12462,15,"little known facts : henry winkler , of tv's happy days' fonzie fame , turned down the part of danny zuko because he did not want to be typecast for the rest of his career .",pos
6,cv619,12462,16,both travolta and conaway were smitten by newton-john during the filming of this picture .,pos
6,cv619,12462,17,"conaway eventually bowed out of the woo-fest , and married newton-john's sister a year later ( divorced after five years ) .",pos
6,cv620,24265,0,"set in the late 80's at the height of yuppie excess and based on the book by bret easton ellis ( who explored the same themes in another book which was also made into a movie , less than zero ) , american psycho puts a new spin on the yuppie "" genre "" that ellis helped to create .",pos
6,cv620,24265,1,"christian bale is perfectly cast as patrick bateman , a high powered yuppie who hides a terrible secret from his fianc ? e and his colleagues .",pos
6,cv620,24265,2,"it seems that bateman is a serial killer and , unfortunately for his contemporaries , his tenuous grasp on reality is starting to slip .",pos
6,cv620,24265,3,"as he tries to balance his meticulous daily routines with slaughtering co-workers and prostitutes and hiding their bodies , his mental fabric slowly begins to unravel .",pos
6,cv620,24265,4,i was first introduced to the novel when i was still in high school .,pos
6,cv620,24265,5,i read an associated press article in our local sunday newspaper detailing the problems ellis was having getting his novel published due to the controversial violence in it .,pos
6,cv620,24265,6,"as usual when anything is controversial i try to seek it out , but i soon forgot about the novel and didn't end up thinking about it again until i stumbled across it a couple of years later at a bookstore .",pos
6,cv620,24265,7,"i picked it up and read it , but was ultimately disappointed because it left more questions than answers .",pos
6,cv620,24265,8,"the movie has a similar effect , but at least it's less cryptic than ellis' novel .",pos
6,cv620,24265,9,"for once , a film has actually turned out to be better than the novel it was based on .",pos
6,cv620,24265,10,both the book and the film open with bateman describing his fastidious morning preparations ( down to exactly what facial scrubs and exfoliating creams he uses ) but the novel seems to concentrate more on these excesses throughout .,pos
6,cv620,24265,11,the movie continues to touch upon these things but makes more of a point to immerse us in bateman's impending madness than to detail things as painstakingly as the novel does .,pos
6,cv620,24265,12,"as a result , the film is immensely more entertaining .",pos
6,cv620,24265,13,lions gate seems to be the studio champion of controversial films ( having picked up kevin smith's catholic-rattling dogma ) and here with american psycho there is no difference .,pos
6,cv620,24265,14,screenwriters mary harron and guinevere turner had the unenviable task of trying to take a novel about yuppies filled with graphic violence and sex and make a marketable film out of it .,pos
6,cv620,24265,15,"some cuts had to be made to the finished film to keep from getting an nc-17 , mainly involving a sex scene comprising bateman and two women , and initial reports said the film was unwatchable .",pos
6,cv620,24265,16,"thankfully , it is watchable and harron and turner have made one of the most scathingly satirical films this side of south park : bigger , longer & uncut .",pos
6,cv620,24265,17,"side note #1 : co-writer guinevere turner also makes an appearance in the film as an ill-fated acquaintance of bateman's who , after bateman suggests that she start making out with a female prostitute , proclaims that she's not a lesbian nor has any interest in it .",pos
6,cv620,24265,18,the ironic humor of the scene stems from the fact that turner ( the writer/director of the film go fish and who also assisted kevin smith with parts of his script for chasing amy ) is a lesbian .,pos
6,cv620,24265,19,it's a subtle in-joke and it's one i found to be pretty humorous .,pos
6,cv620,24265,20,"despite having a rather high profile supporting cast of young up-and-comers ( including reese witherspoon ) , most of the roles are a waste and are the equivalent of extended billed cameos .",pos
6,cv620,24265,21,the real draw here is christian bale and his over-the-top performance as patrick bateman .,pos
6,cv620,24265,22,whenever i read a novel i always try to imagine what it would be like as a movie and who would be perfect to cast as the characters .,pos
6,cv620,24265,23,"i always had a hard time trying to decide who i would cast as bateman , but i never thought bale would deliver a performance as perfect as his ends up being .",pos
6,cv620,24265,24,to say bale runs away with the character is a vast understatement and he proves that he's as adept at chewing scenery as al pacino or rod steiger .,pos
6,cv620,24265,25,"one sequence in particular , involving bateman describing his love for huey lewis and the news' song "" hip to be square "" right before burying an axe in a co-worker's head , features one of the most eccentric and kinetic performances i have ever seen on film .",pos
6,cv620,24265,26,"side note #2 : despite the fact that huey lewis' "" hip to be square "" and a pair of phil collins songs appear in the film , don't expect to see them on the soundtrack release .",pos
6,cv620,24265,27,"huey lewis expressly requested that his song , featured in a rather large set piece in the film ( much akin to the use of "" stuck in the middle with you "" in reservoir dogs ) , not be included on any soundtrack release .",pos
6,cv620,24265,28,i'm assuming that collins requested the same .,pos
6,cv620,24265,29,"on a similar note , whitney houston's cover of "" the greatest love of all "" is also involved in a scene comparable to the other two and it is very obvious that it isn't the houston version at all but merely an instrumental version culled from an unknown source .",pos
6,cv620,24265,30,"apparently , houston wasn't as open about the use of her song as the others were .",pos
6,cv620,24265,31,a bigger controversy than the violence and sex has been brewing since the film's release : that of whether or not patrick has actually committed the crimes we have viewed during the course of the film .,pos
6,cv620,24265,32,don't look to the book for any answers because it will only serve to confuse you more .,pos
6,cv620,24265,33,several web sites have been dedicated to the subject but i'm still undecided .,pos
6,cv620,24265,34,"there is evidence both for and against but the most scathing evidence against comes from a scene near the end of the film where bateman goes on a killing spree taking out cops , old ladies , and cleaning staff with equal gusto .",pos
6,cv620,24265,35,"the scene seemed very dream-like and as absurd as the action films it suddenly seems to be parodying ( as an example , bateman blows up a police car very cinematically after firing several shots from a handgun in the general direction of the car ) .",pos
6,cv620,24265,36,"i kept waiting for bateman to wake up and for the film to continue on from there , but bateman never does wake up and the whole sequence , though comic , throws the film off-balance ( which i suppose was the intention ) .",pos
6,cv620,24265,37,"other than the few flaws i have mentioned , american psycho is an incredibly entertaining film ( although you may not leave the movie fully understanding whether or not what has just transpired actually occurred in bateman's reality ) .",pos
6,cv620,24265,38,i think this movie is destined for greatness as a cult film and deserves the spot it will take as such .,pos
6,cv620,24265,39,"it may not change anyone's life , but it will certainly have an effect .",pos
6,cv620,24265,40,"i know i will certainly hear "" hip to be square "" in a different context the next time i hear it .",pos
6,cv620,24265,41,[r],pos
6,cv621,14368,0,ever wonder what happened to gabe kaplan ?,pos
6,cv621,14368,1,"you remember , he was the title character in that 70's sitcom , "" welcome back kotter . """,pos
6,cv621,14368,2,"always trying to help out the sweathogs , frequently trying to dodge mr . woodman , ever wary of his wife's tuna casserole .",pos
6,cv621,14368,3,""" so , "" you ask , "" where is he now ? """,pos
6,cv621,14368,4,mr . kaplan actually spends much of his time these days playing professional high-stakes poker .,pos
6,cv621,14368,5,that's right .,pos
6,cv621,14368,6,"i'm not sure if it's his main source of income , but from what i've heard , the guy occasionally comes away with $20 , 000 at a time .",pos
6,cv621,14368,7,"and there you were , thinking i was going to tell you he was doing off-broadway theater .",pos
6,cv621,14368,8,you silly goose .,pos
6,cv621,14368,9,"well , gabe kaplan isn't in the movie rounders , nor is the film about the actor come gambler's life .",pos
6,cv621,14368,10,"but rounders is about poker , and gabe plays poker , and i thought that was kind of a neat connection .",pos
6,cv621,14368,11,"sorry about the segue , or lack thereof .",pos
6,cv621,14368,12,"matt damon plays mike mcdermott , a law student who also has a singular talent for the game of poker .",pos
6,cv621,14368,13,"he's been playing for a while , and more than being proficient , he has caught the bug .",pos
6,cv621,14368,14,"he goes to all the underground games in new york city , knows the regulars , and knows how to win .",pos
6,cv621,14368,15,"in the beginning of the film , he's built up a nice thirty grand nest egg , which he takes to the speakeasy-type gaming parlor where the big boys play .",pos
6,cv621,14368,16,"mike is there to make his bid into the upper echelon by staking it all against teddy kgb ( john malkovich ) , an oreo-munching cardshark with ties to the russian mafia .",pos
6,cv621,14368,17,"mike has the potential to take a large pot and go to vegas and buy into the world series of poker , but instead he loses it all in a single hand .",pos
6,cv621,14368,18,"months later , he's paying his way through law school by driving a delivery truck .",pos
6,cv621,14368,19,"when mike's best friend and poker buddy worm ( edward norton ) finishes his jail term for hustling some students , he wants to pick up right were they left off , working as a team to part others with their betting cash .",pos
6,cv621,14368,20,"although mike has stopped playing cards as a promise to his girlfriend and fellow law student , jo ( gretchen mol ) , worm connives mike into playing once more , and mike , bitten again by the bug , slides down that slippery slope , risking his relationship , education , and reputation as playing poker again becomes the focus of his life .",pos
6,cv621,14368,21,"to make a film about gambling , a filmmaker will usually have to play up the glamorous side to get the audience behind the characters .",pos
6,cv621,14368,22,this is because few moviegoers will care a whole lot about some guy in a leisure suit or terry cloth shirt sitting at a folding card table with a stogie in his mouth .,pos
6,cv621,14368,23,"rounders , however , seems to go more for the latter than the former .",pos
6,cv621,14368,24,the card clubs mike and worm frequent aren't very glamorous at all .,pos
6,cv621,14368,25,"there's a basement , a lodge with elk heads on the wall , a goulash joint - these are the kinds of locales in which director john dahl sets his shots .",pos
6,cv621,14368,26,"except for one brief instance when the two players visit atlantic city , the film is bereft of the flashing lights of the casinos or the pleasant color of the green felt table .",pos
6,cv621,14368,27,the reason rounders still captures our attention is because it is less about the game of poker than it is about the personalities which enjoy and are slaves to it .,pos
6,cv621,14368,28,"we're given a nice set of interesting characters with clear motivations , and good actors to play them .",pos
6,cv621,14368,29,"matt damon is very natural as mike , who struggles between his desire to play the straight and narrow by finishing law school , and answering what may be his true calling , playing professional poker .",pos
6,cv621,14368,30,"ed norton's worm is truly a worm , always looking for the angle and playing everyone for what they're worth .",pos
6,cv621,14368,31,"john turturro , who amazes me with his acting range , tones it down in this film by playing joey knish , a virtual poker prodigy in his time who now plays the underground games to make rent and child support payments .",pos
6,cv621,14368,32,"he's both a friend and mentor to mike , and turturro's low-key performance is totally convincing , just as john malkovich's heavily-accented teddy kgb is imposing as an adversarial dragon mike must slay to prove himself .",pos
6,cv621,14368,33,"martin landau is also thrown into the mix as one of mike's law professors , abe petrovsky .",pos
6,cv621,14368,34,"while landau slips well into the role , his character , spitting out personal anecdotes about staying true to one's self , facilitates the channeling of the storyline toward a predictable ending .",pos
6,cv621,14368,35,"perhaps the weak link in the otherwise formidable line-up of acting talent , however , is gretchen mol who just didn't seem to have much presence on screen .",pos
6,cv621,14368,36,"she's a genuine peach to look at , kind of a cross between actress renee zellweger and singer jewel ( and i wouldn't be surprised if the three of them formed some kind of blond-haired triumvirate and attempted to take over the world ) , but her delivered lines seemed very flat , and i found myself looking for matt damon's reactions instead .",pos
6,cv621,14368,37,a good thing about rounders is that it doesn't get bogged down in the character development and statement making so much that it can't find time for humor .,pos
6,cv621,14368,38,"the film is peppered nicely with scenes that both make you laugh and keep the pacing going , such as a sequence where mike and worm move rapidly around new york from one game to the next , in widely different locales .",pos
6,cv621,14368,39,one game in a cigar club had me in stitches .,pos
6,cv621,14368,40,""" i love the sweetness of this dark maduro wrapper , "" says one of the players , clearly more interested in displaying his pretentiousness over the cigar in one hand than in the cards in his other .",pos
6,cv621,14368,41,i was hoping mike and worm would really take these guys .,pos
6,cv621,14368,42,"with all the poker being played , rounders had the potential to be very confusing .",pos
6,cv621,14368,43,"you might think you know a lot about poker , but think again .",pos
6,cv621,14368,44,"luckily , we're given a narration by damon during the more intricate moments to explain what's going on .",pos
6,cv621,14368,45,"the narrations are more informative than intrusive , and apprise us of what the stakes are and why certain players want to do the things they do .",pos
6,cv621,14368,46,"it's nice that as the characters develop , so does our comprehension of their world .",pos
6,cv621,14368,47,"as a film about success and survival in the realm of underground poker , rounders delivers in spades .",pos
6,cv621,14368,48,wait !,pos
6,cv621,14368,49,"as a film about the culture of cards , rounders is an ace .",pos
6,cv621,14368,50,hang on !,pos
6,cv621,14368,51,"packed with great acting and great characters , rounders is a full house .",pos
6,cv621,14368,52,"okay , i guess that's enough .",pos
6,cv621,14368,53,"oh , by the way , if you ever want to get into a game with ol' gabe kaplan , be sure to bring a note from epstein's mother .",pos
6,cv622,8147,0,did you ever wonder if dennis rodman was actually from this planet ?,pos
6,cv622,8147,1,or if sylvester stallone was some kind of weird extra-terrestrial ?,pos
6,cv622,8147,2,"i used to think that about my 7th grade english teacher , ms . carey .",pos
6,cv622,8147,3,"but after seeing this movie , they may have confirmed my suspicions .",pos
6,cv622,8147,4,"as the story goes , at any time , there are over a thousand aliens living among us here on earth .",pos
6,cv622,8147,5,"the men in black ( mib ) are the watchdogs that oversee the cosmic citizens , guardians of our beloved planet from nasty-tempered aliens , and secret service to the stars .",pos
6,cv622,8147,6,"based in new york city ( where weird is the norm ) , the mib organization gives human form to our space-faring emigrants so that they may walk and live among us unnoticed .",pos
6,cv622,8147,7,"but to enforce the laws of earth , the mib carry weapons that are powerful enough to meet or exceed destruction quotas in one single blast .",pos
6,cv622,8147,8,they carry other-worldly technology to erase people's short-term memory when common folk see the mib in action .,pos
6,cv622,8147,9,and their best leads on cosmic things-gone-awry are the supermarket tabloids .,pos
6,cv622,8147,10,little do we know that there are much stronger battles of good v . evil going on in the depths of space .,pos
6,cv622,8147,11,one of the aliens-as-human on this planet is an important diplomat that is carrying something very precious .,pos
6,cv622,8147,12,"it holds the 'key' , literally , to universal peace .",pos
6,cv622,8147,13,a giant cockroach-like alien soon arrives on the planet and steals this 'key' .,pos
6,cv622,8147,14,in the wrong alien hands ( flippers ?,pos
6,cv622,8147,15,mandibles ?,pos
6,cv622,8147,16,"tentacles ? ) , it can be used as a weapon .",pos
6,cv622,8147,17,"therefore , it must be recovered and returned to it's rightful owners .",pos
6,cv622,8147,18,"otherwise , to ensure universal safety , earth will be destroyed , along with the 'key' .",pos
6,cv622,8147,19,"now , it's the mib who must prevent this catastrophe .",pos
6,cv622,8147,20,"the mib agents on the case are "" k "" , played by tommy lee jones .",pos
6,cv622,8147,21,he is crustier than burnt toast and even more serious than al gore .,pos
6,cv622,8147,22,the stars in the sky no longer spark wonder in his eyes .,pos
6,cv622,8147,23,"he is accompanied by a flippant rookie , "" j "" , played by will smith .",pos
6,cv622,8147,24,"but , despite this shoot-em-up , protect-earth-from-destruction premise , this is nothing at all like a typical summer action movie .",pos
6,cv622,8147,25,"and , this isn't an independence day knockoff .",pos
6,cv622,8147,26,"rather , this is a stylishly offbeat sci-fi comedy that pokes fun at what the government always denies ? that there are real aliens that live here , and that the government does its darndest to cover them up .",pos
6,cv622,8147,27,"but to give it some sense of excitement and to keep it within the parameters of the summer movie recipe , there must be some kind of earth-hangs-in-the-balance scenario .",pos
6,cv622,8147,28,"yet , this movie is very appealing .",pos
6,cv622,8147,29,"the abundance of wierdness ( talking aliens , pee-wee atomizers , a mortician who 'lives' for her work , and lots of yucky bugs and slime-splattering galore ) , is played straight , like as if this were normal ( of course , we are in nyc ) .",pos
6,cv622,8147,30,"it gives it a deadpan feel , which makes it all the more funnier and odder .",pos
6,cv622,8147,31,jones plays the venerable seen-it-all agent with seriousness and maturity .,pos
6,cv622,8147,32,smith is likeable and makes a great comic partner to jones' straight man routine .,pos
6,cv622,8147,33,they click like dorothy's ruby red shoes .,pos
6,cv622,8147,34,the look and feel of the movie is made even better with direction from barry sonnenfeld ( the addam's family ) .,pos
6,cv622,8147,35,"this guy has a knack for 'gothic' comedy , and successfully transfers his macabre sense of humor onto the screen .",pos
6,cv622,8147,36,"and , an appropriate dose of special effects helps to bolster the oddness of their task without diverting attention from the human actors .",pos
6,cv622,8147,37,"the story moves well , and before you know it , the end credits are already rolling !",pos
6,cv622,8147,38,"the result is 100 minutes worth of fun in the form of ewwwws and blechhhs , aaaahhhs and wows .",pos
6,cv622,8147,39,let the men in black protect and color your world .,pos
6,cv623,15356,0,"i feel no hesitation in saying that "" there's something about mary "" is the best film that i will see all year .",pos
6,cv623,15356,1,"from the moment the credits started to roll at the end of the picture , there was no doubt in my mind that i had seen a masterpiece that will remain unsurpassed in the remaining months of 1998 .",pos
6,cv623,15356,2,it is that good of a film .,pos
6,cv623,15356,3,"when gene siskel said this about "" fargo "" only a few months into '96 , i dismissed the notion as ridiculous .",pos
6,cv623,15356,4,how could you possibly know that a film is so great that nothing you could possibly see in the future could beat it ?,pos
6,cv623,15356,5,"but after seeing the farrelly's hilarious and surprisingly heartfelt masterwork , i now know what siskel was talking about .",pos
6,cv623,15356,6,"once in a ( very great ) while , a film comes along that is so daring , so brilliant and simply so enjoyable that at the end , you just want to stand up and cheer .",pos
6,cv623,15356,7,"and you know , at that instant , that you have just experienced something very special .",pos
6,cv623,15356,8,"now for the shocker ; "" mary "" is the grossest and most disgusting film i have ever viewed ( "" pink flamingos "" obviously notwithstanding ) .",pos
6,cv623,15356,9,"the movie is so rude and , i guess , inappropriate in nature that i had a hard time sitting in a theater watching it with my parents ( luckily i had seen it before them , so i could warn the about what they were in for ) .",pos
6,cv623,15356,10,"forget "" blazing saddles "" , "" animal house "" and even the former king of gross-out comedy , "" monty python's meaning of life "" ; they were all only preludes to the farrelly's assault on the senses .",pos
6,cv623,15356,11,"in fact , this may even be the funniest film i've ever had the pleasure of seeing ( the only real contender is "" monty python and the holy grail "" ) , and most certainly the most hilarious to come out all decade .",pos
6,cv623,15356,12,"but as funny as it is , something also has to be said about the overall sweetness of "" mary "" ; it has a huge heart .",pos
6,cv623,15356,13,"you see , the farrelly's are truly gifted filmmakers .",pos
6,cv623,15356,14,they don't just present you with a string of dick and fart jokes ( although there are plenty to go around ) .,pos
6,cv623,15356,15,"they also , very wisely , add an unbelievable amount of charisma to the main characters and actually have them develop as the story progresses .",pos
6,cv623,15356,16,"it's funny , though .",pos
6,cv623,15356,17,"if you just look at an outline of the story , it seems kind of contrived and predictable .",pos
6,cv623,15356,18,"but believe me , it is anything but .",pos
6,cv623,15356,19,"ben stiller plays ted , a very shy and clumsy teenage geek who lusts after the school babe , mary ( cameron diaz ) .",pos
6,cv623,15356,20,"after he sticks up for her retarded brother , warren ( w .",pos
6,cv623,15356,21,"early brown - the cameraman , believe it or not , from "" scream "" ) , his dreams come true when she invites him to the prom .",pos
